CustomerID,Recency,Frequency,Monetary,Cluster,PCA1,PCA2,Segment
12380,22,4,2724.81,3,1.227217178513725,-0.1012821916792024,Fidèles
12381,5,5,1845.31,3,1.285680459877938,-0.28579758979268793,Fidèles
12383,185,5,1850.56,3,0.41722288303566807,1.2883958105006477,Fidèles
12384,29,2,585.27,0,-0.023364720697660556,-0.7300456892728346,Occasionnels / Nouveaux
12386,338,2,401.9,1,-1.6997184743215115,1.8580231719951183,À risque / Perdus
12388,16,6,2780.66,3,1.5733961878056628,0.0023478075805522295,Fidèles
12390,80,1,549.84,0,-0.6705431158849734,-0.48374268975648316,Occasionnels / Nouveaux
12391,22,1,439.66,0,-0.4992132265671409,-1.0578388403026258,Occasionnels / Nouveaux
12393,72,4,1582.6000000000001,3,0.7204668284841572,0.1723989131390025,Fidèles
12394,64,2,1272.48,3,0.18621344253228442,-0.1907743523973122,Fidèles
12395,19,12,3018.63,2,2.164309621409555,0.3291826485201249,Premium / Champions
12397,36,2,2409.9,3,0.6331178467964507,-0.2435270739050819,Fidèles
12398,46,1,1635.6599999999999,3,0.025400708321736028,-0.4533599400119944,Fidèles
12399,119,4,1108.65,3,0.3197078170086647,0.4762315297609598,Fidèles
12401,303,1,84.3,1,-2.658817305677532,0.9043640805363793,À risque / Perdus
12402,323,1,225.6,1,-2.2784844040320067,1.3730713170136017,À risque / Perdus
12403,50,1,427.7,0,-0.6479558299354842,-0.8213742437646248,Occasionnels / Nouveaux
12405,149,1,1710.39,0,-0.4505457152940891,0.4603702691847674,Occasionnels / Nouveaux
12406,22,2,3415.3,3,0.8709401552889854,-0.26104931861884806,Fidèles
12407,50,5,1708.1200000000001,3,1.0305249742581217,0.08431180797356828,Fidèles
12408,33,5,2888.55,3,1.3690442225868693,0.09367894050207218,Fidèles
12409,79,3,11072.67,3,1.4323496009596128,0.7191538361956339,Fidèles
12410,309,2,693.3299999999999,1,-1.2938669553461557,1.7682574975877836,À risque / Perdus
12412,75,3,1226.88,3,0.37797914967605156,0.02263216037194635,Fidèles
12413,67,3,758.1,3,0.18185572643765868,-0.19195525799561938,Fidèles
12414,217,3,562.41,1,-0.6885607265707152,1.029482513195102,À risque / Perdus
12415,24,21,124914.53,2,4.437945593122857,1.7271327337391265,Premium / Champions
12417,3,9,3649.1,2,2.094599229018515,0.12942738355087127,Premium / Champions
12418,113,1,668.58,0,-0.7347137844549223,-0.136577797528119,Occasionnels / Nouveaux
12420,64,1,600.39,0,-0.5503596177581285,-0.597184460932312,Occasionnels / Nouveaux
12421,16,4,807.04,3,0.6625987954404201,-0.5194805605631173,Fidèles
12422,96,3,803.5600000000001,3,0.07010921950414559,0.079022708045525,Fidèles
12423,1,8,1859.31,3,1.6789881340060668,-0.1377630080293401,Fidèles
12424,163,2,1760.96,3,-0.13369338545011505,0.7722262261218954,Fidèles
12425,78,1,777.2,0,-0.49218418805144654,-0.39728372465488215,Occasionnels / Nouveaux
12426,195,1,582.73,1,-1.1979636224810082,0.5388913211246811,À risque / Perdus
12427,22,3,825.8,3,0.44102370765342613,-0.5595923635793495,Fidèles
12428,26,9,7956.46,2,2.3639377657246334,0.5649005022187648,Premium / Champions
12429,9,4,3750.4,3,1.44595411660448,-0.11884556513891213,Fidèles
12430,43,1,256.4,0,-0.8631747367852912,-1.0360090221146605,Occasionnels / Nouveaux
12431,36,15,6419.95,2,2.6401012292269757,0.797263723046542,Premium / Champions
12432,43,5,5059.32,3,1.5942750276184887,0.34963739959916745,Fidèles
12433,1,7,13375.87,2,2.5345463491929303,0.4031650261309221,Premium / Champions
12434,85,2,806.14,0,-0.13789546649051088,-0.14438942329831245,Occasionnels / Nouveaux
12435,80,2,7829.89,3,0.9956321223394132,0.495440183858866,Fidèles
12436,100,1,509.01,0,-0.8047910847605266,-0.332093561642197,Occasionnels / Nouveaux
12437,2,18,4951.41,2,2.8345639790066683,0.49855809714884214,Premium / Champions
12438,14,2,2906.85,3,0.8309284964449899,-0.37944874487942665,Fidèles
12441,367,1,173.55,1,-2.6185222830817585,1.6791622866716414,À risque / Perdus
12442,3,1,172.06,0,-0.8636900979597766,-1.5050581222858679,Occasionnels / Nouveaux
12444,21,5,5005.46,3,1.6953651634237308,0.15412155224591095,Fidèles
12445,22,1,133.4,0,-1.0789339539804035,-1.4150327581921662,Occasionnels / Nouveaux
12446,58,1,1002.3100000000001,0,-0.2714935454618887,-0.49567134970971066,Occasionnels / Nouveaux
12447,243,1,476.49,1,-1.528000105138256,0.8980177899025618,À risque / Perdus
12448,44,1,449.45,0,-0.5947999059621397,-0.8589320478543397,Occasionnels / Nouveaux
12449,22,4,4067.29,3,1.4227224033210502,0.019178012544308464,Fidèles
12450,156,2,197.88,0,-1.1648760777695801,0.05483678055755794,Occasionnels / Nouveaux
12451,11,5,9035.52,2,2.031996948866674,0.2443537510241686,Premium / Champions
12452,17,2,430.57,0,-0.11493712067324291,-0.9270873326302235,Occasionnels / Nouveaux
12453,134,1,707.09,0,-0.8088948625907293,0.06379972987333625,Occasionnels / Nouveaux
12454,56,1,3528.34,3,0.3522388943391062,-0.13479626984587498,Fidèles
12455,73,6,2466.86,3,1.239509202202077,0.4645663969531932,Fidèles
12456,44,3,3181.04,3,0.9926708110532235,0.038106398406598845,Fidèles
12457,66,7,2363.23,3,1.3743401226385175,0.4499947646617277,Fidèles
12458,71,2,947.4,3,0.008496394531198773,-0.21824637919658446,Fidèles
12461,94,2,826.88,0,-0.1690013657781423,-0.05809066775402904,Occasionnels / Nouveaux
12462,19,2,1189.59,3,0.37081608027254903,-0.6043547646722441,Fidèles
12463,53,4,1344.78,3,0.7328395376107022,-0.042625155260443665,Fidèles
12464,10,8,1212.05,3,1.4267368475740598,-0.18772259813670056,Fidèles
12465,17,2,742.1899999999999,0,0.15041311089974732,-0.763592248969213,Occasionnels / Nouveaux
12468,188,2,729.5400000000001,1,-0.684319902043466,0.7259158814255351,À risque / Perdus
12471,2,30,19788.65,2,3.957945630797669,1.133464268540596,Premium / Champions
12472,32,7,6572.11,2,2.0378506367363256,0.4603937867937547,Premium / Champions
12473,29,5,3928.0499999999997,3,1.5383980002630084,0.1511528199328276,Fidèles
12474,17,18,7324.09,2,2.9531756706339163,0.7474148201240571,Premium / Champions
12475,54,1,723.38,0,-0.4111934252293241,-0.6286203437769174,Occasionnels / Nouveaux
12476,16,11,6816.42,2,2.503276520761242,0.5122444097660953,Premium / Champions
12477,23,6,13219.74,2,2.300553267779785,0.5324124008889421,Premium / Champions
12478,4,1,680.99,0,-0.1990094578149258,-1.083798012905227,Occasionnels / Nouveaux
12479,11,1,527.2,0,-0.3575926532152998,-1.0994807497040104,Occasionnels / Nouveaux
12480,28,4,3281.63,3,1.2889696109540325,0.0070761963551004,Fidèles
12481,23,10,5579.82,2,2.2922743646309156,0.47444172417600455,Premium / Champions
12483,17,8,2484.98,2,1.7432109721895628,0.08930040652683897,Premium / Champions
12484,33,6,4527.32,2,1.729148161302226,0.29752502869558506,Premium / Champions
12488,10,3,1298.66,3,0.7198261033010981,-0.5284282208049977,Fidèles
12489,336,1,334.93,1,-2.149092065555809,1.605133938730062,À risque / Perdus
12490,5,10,5417.93,2,2.3648872866057866,0.3082528471794704,Premium / Champions
12491,39,1,460.40000000000003,0,-0.5589117386014997,-0.895411061115229,Occasionnels / Nouveaux
12492,63,2,263.21000000000004,0,-0.5767857091861759,-0.672613241679005,Occasionnels / Nouveaux
12493,166,2,433.74,1,-0.8314016127143165,0.37748938251041947,À risque / Perdus
12494,16,7,1246.1000000000001,3,1.3036920139909864,-0.17944939620334385,Fidèles
12497,82,1,1043.1,0,-0.3680173880760676,-0.2739054106849222,Occasionnels / Nouveaux
12498,21,3,403.70000000000005,0,0.09707424091583107,-0.7832345183116668,Occasionnels / Nouveaux
12500,23,11,4257.82,2,2.2397541316759066,0.4319035712986786,Premium / Champions
12501,337,1,2169.39,1,-1.243051252376038,2.175107698929302,À risque / Perdus
12502,96,5,3723.87,3,1.1885693841728449,0.7207318917283619,Fidèles
12504,18,2,482.04999999999995,0,-0.06475353301538868,-0.8844485133469693,Occasionnels / Nouveaux
12506,233,1,73.5,1,-2.3866356375947824,0.25178810968113635,À risque / Perdus
12507,134,3,1304.81,3,0.12290509997697768,0.5568477811870969,Fidèles
12508,26,2,397.88,0,-0.19688479140321563,-0.8721146461312316,Occasionnels / Nouveaux
12509,284,1,176.5,1,-2.209245618496988,0.9587194020463208,À risque / Perdus
12510,143,2,982.5699999999999,3,-0.3216643871488212,0.4220424397225566,Fidèles
12512,66,2,132.18,0,-0.925724437253466,-0.8524563649738186,Occasionnels / Nouveaux
12513,113,1,612.29,0,-0.777584415698336,-0.16299246240401621,Occasionnels / Nouveaux
12514,267,1,1017.68,1,-1.2740566233364112,1.3357235612997476,À risque / Perdus
12515,353,1,383.7,1,-2.1650624046475078,1.794504755619827,À risque / Perdus
12516,78,2,1312.06,3,0.1335014078116984,-0.059196734460582136,Fidèles
12517,28,5,2481.6,3,1.3190997552682289,0.004314298671932034,Fidèles
12518,1,5,2056.89,3,1.3579767383051236,-0.28812551971242173,Fidèles
12519,64,1,330.84,0,-0.8406418541768848,-0.7760413560148964,Occasionnels / Nouveaux
12520,79,5,2634.26,3,1.1017778664599895,0.46804453550179204,Fidèles
12521,143,1,599.68,0,-0.932701121279675,0.0929813202058961,Occasionnels / Nouveaux
12522,39,2,192.72,0,-0.6123114366773341,-0.9757412936508626,Occasionnels / Nouveaux
12523,19,11,1789.77,2,1.8361292252018062,0.136337631069994,Premium / Champions
12524,9,8,4485.72,2,2.0701338431506064,0.1969870525977491,Premium / Champions
12526,1,3,1316.66,3,0.7700334311624117,-0.6029576643566518,Fidèles
12527,82,3,348.71000000000004,0,-0.26900452712373624,-0.29397768356791487,Occasionnels / Nouveaux
12528,9,6,1933.48,3,1.4299027978901246,-0.16809341826236332,Fidèles
12530,60,4,1662.28,3,0.8024228067537879,0.08227647822012794,Fidèles
12531,15,1,125.22,0,-1.0757630527407906,-1.4951070361325005,Occasionnels / Nouveaux
12532,30,1,349.83000000000004,0,-0.6491699668344724,-1.0564881127431491,Occasionnels / Nouveaux
12534,131,1,1089.18,0,-0.5837238232365636,0.16738360703624663,Occasionnels / Nouveaux
12535,92,2,716.35,0,-0.22929835262780365,-0.11867912939111486,Occasionnels / Nouveaux
12536,43,3,12601.830000000002,3,1.6694682715225655,0.44339568749143804,Fidèles
12538,29,1,363.95,0,-0.6250736190198639,-1.0533594789798657,Occasionnels / Nouveaux
12539,22,4,5568.35,3,1.576045950779662,0.1136480496358467,Fidèles
12540,20,17,13400.24,2,3.1841978387734615,0.9312379502192496,Premium / Champions
12541,30,3,981.18,3,0.48643864779350743,-0.4378637149460949,Fidèles
12544,36,1,372.7,0,-0.647333845184646,-0.9850470553901813,Occasionnels / Nouveaux
12545,75,2,1000.39,3,0.01570924841053487,-0.16692903569613055,Fidèles
12546,47,2,1161.5,3,0.2238505949900593,-0.3667951999165792,Fidèles
12547,198,2,207.79999999999998,1,-1.3440761404583879,0.4365911129577723,À risque / Perdus
12548,166,1,95.19999999999999,1,-1.9380604470183007,-0.256948431994209,À risque / Perdus
12550,79,1,964.83,0,-0.39156225947397266,-0.3235674093412262,Occasionnels / Nouveaux
12551,358,1,168.0,1,-2.590805229184951,1.5907754999340087,À risque / Perdus
12552,39,2,437.82,0,-0.21311807134230526,-0.7297789959152451,Occasionnels / Nouveaux
12553,8,10,3692.28,2,2.163220135168211,0.21915084967614057,Premium / Champions
12556,50,2,599.56,0,-0.11308948609650776,-0.5392453777434232,Occasionnels / Nouveaux
12557,16,5,11990.960000000001,2,2.145978256482329,0.3731745806242722,Premium / Champions
12558,8,1,269.96,0,-0.6689740290239993,-1.3264927099200459,Occasionnels / Nouveaux
12559,311,2,561.71,1,-1.4061442823784804,1.7225145958843564,À risque / Perdus
12560,5,3,2134.01,3,0.986318145733343,-0.42282105752899407,Fidèles
12561,303,1,238.85,1,-2.1540916724669077,1.2153499015716576,À risque / Perdus
12562,8,7,3781.7400000000002,2,1.884077699741918,0.0844079223534089,Premium / Champions
12564,261,1,456.9,1,-1.6354365706981613,1.042750201087639,À risque / Perdus
12565,289,1,145.92,1,-2.325718938030605,0.9455460139572905,À risque / Perdus
12566,86,1,351.65,0,-0.9172619311066482,-0.565448324446198,Occasionnels / Nouveaux
12567,23,10,9401.28,2,2.546930211062544,0.63134748103287,Premium / Champions
12569,2,32,4124.69,2,3.249572759461161,0.6896884190629355,Premium / Champions
12571,40,2,519.61,0,-0.13451047382976986,-0.6696267723978053,Occasionnels / Nouveaux
12572,9,2,1020.42,3,0.34432077912207554,-0.7378626887129064,Fidèles
12573,227,1,160.54000000000002,1,-1.9797926968054966,0.43215394583602845,À risque / Perdus
12574,316,1,218.45,1,-2.260309944047457,1.3022414556983255,À risque / Perdus
12576,36,5,1315.83,3,0.970879379752998,-0.11649476778736909,Fidèles
12577,35,3,626.6,3,0.2436231228808,-0.5288826331329157,Fidèles
12578,21,2,2794.51,3,0.7778662389010816,-0.33011493935013037,Fidèles
12579,78,1,440.42,0,-0.7689900296255062,-0.567837162493351,Occasionnels / Nouveaux
12580,247,1,415.7,1,-1.6138121205896794,0.8920180219626834,À risque / Perdus
12581,40,1,197.71,0,-0.9750174153822277,-1.1400755611005946,Occasionnels / Nouveaux
12582,239,2,511.36,1,-1.1039695858324734,1.064982199285989,À risque / Perdus
12583,3,15,7281.38,2,2.861033545654928,0.5466872474909258,Premium / Champions
12584,4,9,2338.15,2,1.8725316177572897,0.0043191001456496046,Premium / Champions
12585,234,2,2040.1,1,-0.40500200097645145,1.4370584158232735,À risque / Perdus
12586,17,1,196.94000000000003,0,-0.8657661713243536,-1.3422812448305752,Occasionnels / Nouveaux
12587,8,1,144.0,0,-0.9742181652092317,-1.5145683535205672,Occasionnels / Nouveaux
12588,39,1,214.89999999999998,0,-0.9296791258867434,-1.1238587419166708,Occasionnels / Nouveaux
12589,29,2,646.68,0,0.02526847393777986,-0.7000804309857457,Occasionnels / Nouveaux
12590,211,2,9864.26,3,0.47532683365025735,1.709950848389847,Fidèles
12591,317,1,452.84999999999997,1,-1.9103918987279906,1.5295611397427353,À risque / Perdus
12592,92,2,437.6,0,-0.4694835728317232,-0.26666883506648476,Occasionnels / Nouveaux
12593,109,3,418.09999999999997,0,-0.31111337768391706,-0.0035291747368585784,Occasionnels / Nouveaux
12594,38,10,3338.2200000000003,2,1.9690459723308793,0.45105944793026564,Premium / Champions
12596,51,2,618.27,0,-0.10294439862547927,-0.5212762107114646,Occasionnels / Nouveaux
12597,19,4,3811.22,3,1.4054810641173594,-0.02660007571424091,Fidèles
12598,10,8,3023.08,2,1.872697127346424,0.0870550525879577,Premium / Champions
12599,29,7,1032.58,3,1.149188771205119,-0.12230854310295894,Fidèles
12600,29,10,2599.04,2,1.890384155077131,0.2971275047575991,Premium / Champions
12601,190,5,577.0600000000001,3,-0.17526202891782625,0.981928707667332,Fidèles
12602,59,1,153.12,0,-1.190894487399974,-1.050440351942168,Occasionnels / Nouveaux
12603,22,1,739.1999999999999,0,-0.2460071917384023,-0.901826382343229,Occasionnels / Nouveaux
12604,79,2,254.18,0,-0.6710825241249111,-0.5432214356814357,Occasionnels / Nouveaux
12607,60,1,1579.51,0,-0.05929705221387498,-0.3414902714035361,Occasionnels / Nouveaux
12609,78,3,1126.85,3,0.32199606330763353,0.023293146173216553,Fidèles
12610,23,5,2099.54,3,1.2616771761396814,-0.08965796874322986,Fidèles
12611,52,1,1193.32,0,-0.15741804702564588,-0.495693663951304,Occasionnels / Nouveaux
12612,74,1,704.0400000000001,0,-0.5210543398738642,-0.46194517461450674,Occasionnels / Nouveaux
12613,57,5,3344.38,3,1.32457709336029,0.3475195329385789,Fidèles
12614,278,1,315.6,1,-1.8977418773852899,1.0803421561429891,À risque / Perdus
12615,2,4,2291.19,3,1.23928107804157,-0.3282148216077738,Fidèles
12616,95,2,713.3,0,-0.24587590598102385,-0.09373849296043,Occasionnels / Nouveaux
12617,29,1,352.98,0,-0.6399736119122412,-1.062540083685001,Occasionnels / Nouveaux
12618,22,1,177.31,0,-0.9409168120212384,-1.3299937362267371,Occasionnels / Nouveaux
12619,16,9,3641.24,2,2.0307247574688962,0.24240899641818062,Premium / Champions
12620,15,3,1339.41,3,0.7107360563381108,-0.47543759227096766,Fidèles
12621,2,20,13689.67,2,3.4223915392675495,0.8490400545947978,Premium / Champions
12622,232,1,180.1,1,-1.9481548514278015,0.5102389943978956,À risque / Perdus
12623,276,1,305.1,1,-1.9045427875120677,1.0527152091331773,À risque / Perdus
12624,106,2,641.13,0,-0.3510328631440041,-0.0296295898653129,Occasionnels / Nouveaux
12625,212,2,2683.82,3,-0.16485861923038653,1.327219984101653,Fidèles
12626,23,9,6620.48,2,2.2887074819418243,0.48339262661775095,Premium / Champions
12627,11,7,4478.53,2,1.9521209068588175,0.1614874931671789,Premium / Champions
12628,4,3,786.46,3,0.5042079669663274,-0.7315906946758178,Fidèles
12630,10,2,1270.88,3,0.44655282290137477,-0.6631543037181132,Fidèles
12631,57,1,640.5,0,-0.4850111296279778,-0.638948126855291,Occasionnels / Nouveaux
12633,59,4,2163.98,3,0.9359556965152304,0.152834246961376,Fidèles
12635,90,2,1689.18,3,0.19877128247108178,0.12163865367111677,Fidèles
12637,67,8,6002.9,2,1.932058804054211,0.791573121267791,Premium / Champions
12638,33,1,671.69,0,-0.34585421208012396,-0.8344457709112469,Occasionnels / Nouveaux
12639,239,1,486.1,1,-1.4989421579370783,0.8690486374021948,À risque / Perdus
12640,24,3,1174.58,3,0.6031845692520712,-0.43624065268714207,Fidèles
12641,115,1,185.9,0,-1.3673660175510218,-0.5029487925165695,Occasionnels / Nouveaux
12642,25,3,1013.26,3,0.526291874611572,-0.4718996637187054,Fidèles
12643,128,6,3344.64,3,1.122287645133612,1.0368464352083657,Fidèles
12644,130,1,477.91,0,-0.9804817720822023,-0.08879640209734198,Occasionnels / Nouveaux
12645,34,4,1775.18,3,0.9601290218008404,-0.12522862650841776,Fidèles
12646,5,2,1346.97,3,0.4990816443716844,-0.6893802068923582,Fidèles
12647,22,12,3722.82,2,2.2521476913977776,0.41845878966292777,Premium / Champions
12648,155,1,318.05,0,-1.2995851799905458,0.007545813935268737,Occasionnels / Nouveaux
12649,107,3,623.51,3,-0.10672402983228575,0.09896838838428305,Fidèles
12650,3,1,314.44,0,-0.5706058487954594,-1.3244747719236365,Occasionnels / Nouveaux
12651,335,1,114.0,1,-2.667601179561727,1.2739371609443235,À risque / Perdus
12652,331,1,919.98,1,-1.6325575282511837,1.8648043503236857,À risque / Perdus
12653,149,2,2209.85,3,0.04475940041167326,0.7181235533003886,Fidèles
12654,11,5,601.98,3,0.7103546890957588,-0.5699738286061313,Fidèles
12656,17,5,4051.17,3,1.6114510959726107,0.0555448894093427,Fidèles
12657,11,4,1643.18,3,1.0335749649535537,-0.3494956841150842,Fidèles
12658,19,1,686.05,0,-0.2678875942351326,-0.9504628213810787,Occasionnels / Nouveaux
12659,30,1,91.68,0,-1.2990437698344812,-1.4569067261384756,Occasionnels / Nouveaux
12660,11,1,245.1,0,-0.7304529925972043,-1.329217999299546,Occasionnels / Nouveaux
12662,1,11,3849.78,2,2.2968981131912303,0.20931037741507433,Premium / Champions
12664,8,9,4881.88,2,2.2124951433089954,0.2606601912450078,Premium / Champions
12665,325,1,63.0,1,-2.9053886708549035,1.0102419214469682,À risque / Perdus
12667,58,1,620.13,0,-0.5055973812078559,-0.6399140209286429,Occasionnels / Nouveaux
12668,12,4,3807.15,3,1.4387868282027436,-0.08810681032561007,Fidèles
12669,151,3,2744.0299999999997,3,0.40347419725446143,0.928930856025777,Fidèles
12670,10,5,2996.05,3,1.498023939223851,-0.09637107916195153,Fidèles
12672,330,1,225.89999999999998,1,-2.3116657473380693,1.4346547132717453,À risque / Perdus
12673,5,2,610.52,0,0.11320071193276092,-0.9271400722533063,Occasionnels / Nouveaux
12674,39,4,1970.6,3,0.986925742241812,-0.050126428656161785,Fidèles
12676,25,6,1331.39,3,1.1705491162474229,-0.14040111360163843,Fidèles
12678,42,12,17628.46,2,2.914570128203969,1.0609750025920979,Premium / Champions
12679,59,4,1113.02,3,0.6115746210307301,-0.047032588503580434,Fidèles
12680,1,4,862.81,3,0.7676692132561687,-0.6305159408545051,Fidèles
12681,15,22,13787.54,2,3.4461268044820654,1.005361095289012,Premium / Champions
12682,4,31,12279.82,2,3.7443424941910144,1.0215759338813446,Premium / Champions
12683,4,15,8476.57,2,2.9303917189368303,0.6011404543561507,Premium / Champions
12684,8,7,2283.63,3,1.637902935640982,-0.06727223037651582,Fidèles
12685,28,6,2863.08,3,1.5296618523876993,0.11602044126371777,Fidèles
12686,372,1,89.14,1,-2.9653136102761852,1.5240788587536722,À risque / Perdus
12688,114,1,4873.8099999999995,3,0.22963161392803702,0.4693202314351144,Fidèles
12689,26,2,1247.61,3,0.3602185724175379,-0.5288563774809176,Fidèles
12690,206,1,389.01,1,-1.4479973551952787,0.5137346509475165,À risque / Perdus
12691,28,6,1035.8,3,1.0335926518401248,-0.1896317338423237,Fidèles
12693,127,4,855.91,3,0.1548631606899101,0.4684090937398498,Fidèles
12694,70,2,869.67,3,-0.028419182935550576,-0.25271013707759105,Fidèles
12695,7,4,582.1,3,0.5468126658510187,-0.6962865842112158,Fidèles
12697,29,3,957.59,3,0.4794022921752955,-0.4539174422539465,Fidèles
12700,8,4,4939.99,3,1.5852561484373662,-0.044733149544591864,Fidèles
12701,80,2,797.71,0,-0.11885890576916133,-0.19125152468006265,Occasionnels / Nouveaux
12702,20,1,219.0,0,-0.8286780611352659,-1.2842746031487895,Occasionnels / Nouveaux
12703,71,1,283.55,0,-0.9495276936144893,-0.7611031533756492,Occasionnels / Nouveaux
12704,7,8,2340.84,2,1.7623751354225103,-0.016074517949317996,Premium / Champions
12705,15,9,6868.29,2,2.3453047635488264,0.4245186309844777,Premium / Champions
12707,292,1,603.42,1,-1.649708231531939,1.397223702079488,À risque / Perdus
12708,30,10,2712.91,2,1.9064779039834356,0.31876192918641794,Premium / Champions
12709,15,15,9706.52,2,2.94337515783165,0.7380413570011225,Premium / Champions
12710,97,3,1149.02,3,0.23968269836595849,0.1952234011396972,Fidèles
12712,29,13,4396.13,2,2.3671400124525426,0.5626705670509027,Premium / Champions
12713,1,1,848.55,0,-0.07725739652625087,-1.0439355592011184,Occasionnels / Nouveaux
12714,9,5,4708.86,3,1.7235396276305583,0.03086173097923126,Fidèles
12715,106,1,343.36,0,-1.0255248840172213,-0.39778857394073247,Occasionnels / Nouveaux
12716,4,2,1053.49,3,0.3840389933609161,-0.7719818252513788,Fidèles
12717,151,2,1030.98,3,-0.33686792805938814,0.5064211166899566,Fidèles
12718,71,1,238.25,0,-1.0341824404308544,-0.813263028386861,Occasionnels / Nouveaux
12719,5,2,644.95,0,0.1399418745115091,-0.9106635514412168,Occasionnels / Nouveaux
12720,3,25,5781.73,2,3.191850952284166,0.6937289528816066,Premium / Champions
12721,32,6,2656.13,3,1.473716317757027,0.12842285353488417,Fidèles
12722,85,4,997.63,3,0.432547218954265,0.14733550392065545,Fidèles
12723,4,5,725.07,3,0.834872104961343,-0.5752806626172228,Fidèles
12724,5,4,1031.41,3,0.8353855028012528,-0.5419195107020048,Fidèles
12725,371,1,427.8,1,-2.199063446810654,1.9844842752048542,À risque / Perdus
12726,28,7,2609.1,3,1.6062749528323106,0.14760602366631329,Fidèles
12727,11,7,3980.7,2,1.894605819045478,0.12604967184677165,Premium / Champions
12728,71,4,836.33,3,0.41419655433620534,-0.028027272614488046,Fidèles
12729,114,1,453.01,0,-0.929229284053364,-0.24470989525360382,Occasionnels / Nouveaux
12731,24,12,18895.91,2,3.035449152353841,0.9245252005016353,Premium / Champions
12732,180,1,236.26000000000002,1,-1.5649989058099036,0.13696883420474043,À risque / Perdus
12733,234,1,383.95,1,-1.5896818279843326,0.7545481023657662,À risque / Perdus
12734,353,1,110.39999999999999,1,-2.770112828669971,1.4217039892203764,À risque / Perdus
12735,315,2,779.5699999999999,1,-1.2657041235695319,1.855919711595427,À risque / Perdus
12736,333,1,234.0,1,-2.3090388016335384,1.471428168394549,À risque / Perdus
12738,372,1,155.35,1,-2.696442903843394,1.6897430768764,À risque / Perdus
12739,78,2,1013.04,3,0.00734044521329707,-0.1369305921342862,Fidèles
12740,64,1,427.6,0,-0.7157242431346826,-0.6990735872399877,Occasionnels / Nouveaux
12743,134,2,540.13,0,-0.569889045863876,0.163634646703536,Occasionnels / Nouveaux
12744,52,7,21279.29,2,2.5147418779141724,0.98859527623025,Premium / Champions
12747,2,11,4196.01,2,2.3340984694149958,0.2439496012319019,Premium / Champions
12748,1,209,33053.19,2,5.960373828926473,2.1317569464476396,Premium / Champions
12749,4,5,4090.88,3,1.6790341174696566,-0.055151706858126634,Fidèles
12750,129,1,275.88,0,-1.2431508036457584,-0.26235775806793893,Occasionnels / Nouveaux
12752,81,1,4366.78,3,0.3354852390416307,0.14783822038210306,Fidèles
12753,23,6,21429.39,2,2.536367669942029,0.6777090346300816,Premium / Champions
12754,236,3,3010.74,3,0.037983913536294836,1.69978922112856,Fidèles
12755,281,2,3811.95,1,-0.32704152830015404,2.0358532099703077,À risque / Perdus
12756,87,1,112.07999999999998,0,-1.477369402649262,-0.8988392798123046,Occasionnels / Nouveaux
